x,y,centr_id
521.383,525.122,1
339.72,121.86,3
167.464,282.803,0
436.169,439.94,1
426.217,514.437,2
456.309,472.885,1
415.589,446.426,1
304.634,465.295,2
470.827,493.462,1
442.035,135.39,4
324.481,75.9358,3
255.045,303.729,0
379.193,480.603,2
351.97,517.507,2
452.425,481.452,1
439.352,480.072,1
473.458,158.385,4
148.262,335.677,0
174.94,248.037,0
169.308,324.35,0
393.209,502.925,2
392.069,531.343,2
455.811,492.206,1
169.207,225.728,0
473.821,491.487,1
300.412,115.706,3
215.19,396.53,0
463.808,151.136,4
391.798,450.396,2
370.537,458.532,2
430.058,155.213,4
416.158,458.694,1
398.073,129.045,4
458.66,461.204,1
452.193,117.368,4
407.781,517.301,2
424.54,48.9518,4
325.659,129.183,3
462.204,180.646,4
413.27,491.944,2
420.924,31.2142,3
399.757,509.662,2
399.054,547.561,2
431.897,466.649,1
407.451,467.903,2
425.432,526.915,2
457.424,545.318,1
381.641,91.1923,3
372.301,90.4513,3
315.621,81.9186,3
345.571,488.085,2
500.849,495.347,1
443.992,96.5271,4
410.423,503.243,2
420.155,418.416,1
379.126,49.6698,3
327.786,80.8058,3
343.604,110.501,3
377.906,485.879,2
352.838,134.902,3
515.828,160.071,4
201.863,319.883,0
475.326,426.854,1
383.067,511.653,2
207.597,314.246,0
414.963,424.226,1
441.642,116.818,4
305.445,97.4311,3
360.858,184.943,3
409.531,63.0439,3
207.573,306.291,0
193.64,289.333,0
350.773,102.195,3
394.318,130.205,4
356.173,62.1211,3
419.959,514.409,2
386.139,477.039,2
265.307,133.893,3
390.558,547.412,2
397.47,473.84,2
289.864,296.409,0
293.886,269.526,0
142.69,368.582,0
356.302,126.411,3
356.88,109.368,3
432.046,139.566,4
390.217,517.433,2
450.637,468.601,1
411.249,489.799,2
237.996,224.68,0
375.607,520.559,2
481.988,519.153,1
390.767,82.7427,3
306.626,37.2607,3
302.412,52.3191,3
317.174,39.4242,3
410.519,441.407,1
392.673,494.673,2
172.029,299.363,0
417.947,90.7008,4
334.44,99.7382,3
361.669,88.0115,3
336.137,110.956,3
242.644,321.657,0
154.149,307.98,0
464.235,98.707,4
331.516,52.527,3
487.622,179.671,4
398.685,529.367,2
462.888,458.623,1
430.526,83.5336,4
457.39,479.922,1
448.44,469.523,1
431.081,530.752,2
368.121,535.361,2
214.431,312.193,0
334.462,36.3218,3
346.998,503.892,2
129.428,341.049,0
338.15,143.795,3
422.988,141.068,4
359.487,429.112,2
473.44,494.08,1
390.905,133.195,4
165.121,300.836,0
349.722,152.37,3
461.365,523.444,1
539.026,463.999,1
135.195,344.693,0
369.615,59.7527,3
452.864,522.858,1
421.628,168.54,4
270.523,348.104,0
485.864,500.106,1
410.978,227.745,4
361.457,109.853,3
143.015,280.326,0
479.359,139.752,4
438.066,132.643,4
461.217,472.494,1
516.653,526.594,1
421.49,451.402,1
275.678,109.923,3
393.231,88.5882,3
413.763,46.8303,3
231.978,321.754,0
341.792,80.0641,3
259.625,259.677,0
371.012,441.609,2
349.231,94.8709,3
392.933,114.575,3
267.7,81.597,3
386.89,84.4794,3
448.837,515.613,1
177.159,287.183,0
438.869,561.637,2
402.086,411.277,1
439.471,134.817,4
355.949,109.238,3
459.151,563.157,2
408.569,425.467,1
477.148,442.332,1
246.667,302.607,0
412.03,504.125,2
459.874,109.509,4
156.826,265.301,0
409.807,573.097,2
482.326,174.912,4
389.528,498.471,2
367.001,458.004,2
307.444,65.7946,3
173.779,302.167,0
360.049,555.768,2
429.878,539.355,2
433.273,465.827,1
460.692,130.037,4
419.044,106.506,4
407.361,435.638,1
404.98,104.421,4
221.279,219.659,0
399.075,104.494,3
380.096,86.6662,3
395.747,497.326,2
508.594,125.764,4
192.453,359.061,0
375.199,481.209,2
448.52,464.168,1
198.418,251.906,0
129.823,351.351,0
370.279,168.9,3
356.704,108.529,3
268.894,298.519,0
385.194,93.1091,3
431.639,103.073,4
409.507,562.952,2
402.433,221.319,4
399.045,575.366,2
198.14,316.582,0
456.555,482.917,1
385.422,438.824,2
253.554,225.948,0
464.529,407.508,1
363.423,511.348,2
321.362,86.8228,3
425.331,69.9898,4
215.132,237.858,0
437.544,131.216,4
423.725,131.229,4
299.102,495.675,2
353.951,91.9342,3
448.892,217.761,4
410.272,486.641,2
205.585,304.179,0
287.787,247.187,0
456.808,488.816,1
537.223,441.72,1
435.867,140.166,4
324.372,558.294,2
452.233,502.988,1
453.182,374.858,1
460.898,121.147,4
346.081,20.2076,3
397.821,48.3263,3
352.155,182.569,3
459.463,445.992,1
418.861,116.102,4
339.459,165.209,3
396.606,438.256,2
126.525,318.023,0
418.833,127.288,4
421.059,473.935,1
191.168,325.783,0
457.705,543.889,1
345.791,532.726,2
360.902,53.7524,3
445.95,450.748,1
387.929,470.735,2
495.502,416.473,1
441.518,522.812,2
160.617,359.055,0
346.666,416.383,2
433.99,169.536,4
415.488,489.04,2
412.819,436.755,1
365.362,138.845,3
397.855,542.373,2
367.916,62.1512,3
388.717,98.7312,3
424.203,518.3,2
418.105,121.274,4
157.057,280.952,0
363.525,154.136,3
473.945,132.057,4
408.944,471.035,2
364.057,441.093,2
441.86,49.7692,4
429.035,536.018,2
437.957,515.625,2
352.713,495.329,2
253.352,312.356,0
437.003,134.234,4
382.751,163.947,4
421.334,545.858,2
444.124,107.017,4
324.531,484.591,2
417.396,436.403,1
396.6,501.218,2
353.759,117.252,3
118.25,326.201,0
433.834,497.905,1
188.318,320.743,0
219.403,292.505,0
386.336,466.773,2
366.589,509.305,2
186.794,366.434,0
488.864,388.058,1
484.754,449.264,1
542.677,473.998,1
437.055,556.957,2
235.761,260.523,0
317.45,119.535,3
473.407,459.043,1
429.629,120.222,4
331.077,564.839,2
429.928,51.1025,4
215.02,298.205,0
388.201,535.734,2
427.189,143.888,4
346.857,111.769,3
374.809,195.984,4
210.314,317.619,0
427.446,143.088,4
477.582,485.434,1
395.228,418.041,1
492.787,545.399,1
234.423,304.994,0
375.067,90.4158,3
233.409,300.034,0
421.359,50.2404,4
397.133,162.277,4
424.045,170.195,4
389.039,81.8362,3
484.926,481.331,1
386.089,553.215,2
401.803,170.557,4
500.283,209.017,4
401.827,172.679,4
354.143,101.975,3
357.818,578.915,2
496.292,117.927,4
394.221,65.4722,3
450.864,74.8134,4
441.97,41.4324,4
363.162,77.9889,3
447.469,78.7742,4
279.694,79.8277,3
481.493,408.195,1
357.375,97.9876,3
412.04,131.355,4
458.887,508.967,1
356.798,91.6877,3
411.472,112.124,4
523.685,498.315,1
452.015,470.889,1
445.851,488.459,1
546.066,461.322,1
409.604,38.8578,3
501.552,522.933,1
264.67,115.983,3
464.151,494.295,1
459.792,120.237,4
374.89,458.258,2
444.361,139.515,4
209.162,304.686,0
462.938,450.842,1
348.945,136.899,3
394.911,46.9835,3
488.478,455.77,1
284.201,66.2112,3
446.189,143.802,4
389.059,547.768,2
207.739,296.869,0
474.27,493.759,1
527.767,466.065,1
367.132,535.122,2
342.476,440.612,2
409.975,385.391,1
419.571,156.505,4
429.189,374.042,1
254.599,326.116,0
384.283,126.479,3
513.681,440.443,1
458.075,527.298,1
391.502,548.596,2
246.987,294.02,0
273.89,316.541,0
383.461,97.1174,3
457.325,479.885,1
382.426,479.901,2
407.812,48.5397,3
426.624,137.849,4
434.112,116.339,4
362.148,142.755,3
153.32,290.441,0
417.604,517.932,2
179.055,315.917,0
399.733,157.594,4
451.971,109.636,4
355.811,190.87,3
397.741,12.9968,3
347.994,38.569,3
396.577,571.249,2
360.768,519.437,2
296.282,331.031,0
438.737,133.016,4
383.329,395.946,2
398.992,498.784,2
196.931,295.457,0
444.757,121.7,4
366.693,87.517,3
402.121,472.529,2
390.014,546.759,2
438.724,88.5807,4
202.296,337.207,0
218.961,305.649,0
349.049,111.23,3
460.435,116.838,4
365.212,440.62,2
445.683,67.209,4
503.598,126.108,4
389.484,544.645,2
156.293,306.283,0
390.797,435.037,2
392.838,523.795,2
423.74,466.835,1
444.214,124.937,4
398.656,64.0313,3
352.206,152.566,3
258.65,322.718,0
113.085,283.356,0
430.027,138.617,4
517.939,404.78,1
127.877,249.195,0
334.943,422.281,2
432.251,552.991,2
405.191,79.5669,3
493.401,123.639,4
449.211,470.325,1
397.884,569.04,2
165.209,256.308,0
440.452,177.867,4
372.5,76.2582,3
448.313,473.205,1
465.095,418.285,1
400.24,84.1983,3
175.076,318.96,0
342.408,98.8369,3
312.207,102.789,3
325.032,91.5677,3
329.245,46.5423,3
447.827,476.114,1
348.429,576.365,2
176.464,276.701,0
385.748,534.561,2
503.429,436.958,1
470.453,201.74,4
433.522,375.007,1
448.753,419.406,1
436.63,133.023,4
462.577,475.776,1
427.676,440.266,1
375.967,475.251,2
322.242,112.366,3
427.439,410.568,1
378.007,154.38,3
383.902,434.263,2
414.489,500.162,2
215.053,337.44,0
356.429,492.533,2
401.54,80.2575,3
401.255,404.678,1
431.608,135.716,4
418.89,492.807,2
264.137,384.77,0
429.693,464.749,1
315.354,54.5436,3
499.578,433.924,1
451.355,468.324,1
492.505,105.639,4
402.073,509.086,2
409.232,112.271,4
398.472,489.928,2
429.572,184.302,4
209.506,305.104,0
376.773,498.472,2
453.348,474.16,1
397.795,467.581,2
430.093,144.827,4
405.852,158.997,4
342.307,454.016,2
444.135,139.555,4
395.052,495.593,2
434.709,124.474,4
391.503,151.004,4
434.279,401.73,1
396.125,496.321,2
455.082,126.424,4
352.449,526.547,2
404.507,472.066,2
414.63,73.3374,4
287.856,101.511,3
259.336,384.292,0
168.264,345.309,0
373.219,122.311,3
419.611,92.4523,4
399.132,144.951,4
177.949,313.517,0
369.228,492.81,2
157.326,227.369,0
398.877,72.7184,3
429.619,495.938,2
237.979,326.865,0
470.642,389.052,1
477.03,435.185,1
433.175,135.475,4
438.097,132.503,4
417.884,509.824,2
340.316,99.5674,3
477.624,474.859,1
471.922,557.315,1
313.185,116.234,3
147.97,305.928,0
357.644,183.734,3
391.344,167.42,4
155.722,318.02,0
388.994,61.17,3
488.022,482.148,1
157.774,375.828,0
169.097,264.216,0
411.232,501.24,2
438.94,144.596,4
419.642,430.68,1
206.206,302.646,0
176.537,246.137,0
285.001,112.613,3
441.541,436.713,1
380.588,95.0068,3
239.094,337.069,0
392.461,465.853,2
417.592,432.655,1
357.5,58.9425,3
373.321,500.683,2
213.14,274.565,0
371.395,463.993,2
419.962,120.895,4
409.443,489.097,2
379.571,167.049,4
346.172,106.865,3
402.995,88.1853,3
173.743,260.32,0
136.023,277.485,0
496.398,528.921,1
353.122,82.7916,3
415.032,473.725,2
415.41,152.031,4
311.836,112.475,3
361.408,476.755,2
437.724,132.438,4
482.974,388.593,1
508.752,446.414,1
401.622,147.12,4
245.931,287.735,0
203.583,303.771,0
381.089,19.2041,3
347.19,113.43,3
453.348,98.4227,4
403.078,403.779,1
410.582,118.008,4
406.314,59.1376,3
419.852,409.689,1
428.778,517.117,2
453.27,444.778,1
388.215,496.094,2
197.642,215.696,0
415.01,122.382,4
350.21,87.1543,3
421.46,209.511,4
477.02,467.18,1
453.111,407.641,1
423.49,452.248,1
407.441,550.388,2
515.35,192.774,4
247.394,323.943,0
447.577,509.303,1
471.722,188.287,4
454.646,498.589,1
439.233,438.275,1
322.255,153.03,3
172.385,250.512,0
389.852,79.7252,3
365.885,435.177,2
341.039,139.445,3
356.622,96.9253,3
281.758,137.549,3
195.389,341.977,0
276.59,233.42,0
425.051,474.111,1
320.067,31.9154,3
379.299,491.546,2
207.552,379.672,0
389.278,143.009,4
310.274,112.324,3
393.789,19.8065,3
353.641,18.7795,3
443.066,424.584,1
442.22,404.274,1
302.897,61.9187,3
419.347,138.199,4
441.073,83.9364,4
431.401,144.799,4
346.207,468.974,2
507.925,143.853,4
448.335,445.354,1
327.548,192.756,3
437.293,129.65,4
181.259,351.855,0
491.552,503.969,1
355.705,494.295,2
390.759,504.594,2
490.081,428.301,1
487.894,486.408,1
356.539,507.016,2
537.089,445.46,1
332.966,5.53156,3
403.488,496.792,2
350.548,143.886,3
415.967,519.682,2
304.658,486.872,2
307.174,109.245,3
426.517,474.81,1
387.249,179.939,4
507.787,498.66,1
235.389,217.835,0
427.025,84.2916,4
414.287,110.684,4
253.284,303.204,0
212.682,303.707,0
471.84,482.05,1
421.021,501.336,2
465.828,160.031,4
295.334,111.379,3
339.05,120.68,3
413.103,103.216,4
425.329,131.688,4
437.35,462.826,1
188.558,361.569,0
439.728,113.482,4
300.935,103.011,3
177.783,237.763,0
334.369,42.4023,3
465.082,479.148,1
437.387,477.705,1
393.386,446.194,2
437.836,36.1746,4
205.491,306.881,0
205.973,337.147,0
392.331,144.673,4
442.033,461.794,1
360.449,27.8064,3
381.249,87.3023,3
373.829,118.788,3
372.618,57.6825,3
192.945,297.633,0
357.002,162.77,3
418.459,484.272,2
274.852,270.806,0
440.225,62.0941,4
469.092,470.122,1
337.51,116.552,3
393.94,72.8752,3
264.762,258.352,0
329.845,145.446,3
345.965,457.417,2
362.805,114.158,3
395.795,497.626,2
385.539,96.1673,3
436.83,467.801,1
239.241,281.236,0
445.421,135.537,4
197.728,292.796,0
471.692,376.695,1
211.194,262.208,0
171.102,285.76,0
369.943,465.569,2
481.164,462.617,1
398.758,493.298,2
280.843,148.409,3
205.741,301.991,0
511.982,456.108,1
187.348,288.241,0
177.119,221.372,0
459.143,458.293,1
408.84,438.979,1
437.968,434.616,1
336.81,105.112,3
443.807,469.177,1
210.143,284.653,0
181.233,351.935,0
440.6,150.934,4
489.889,456.07,1
365.611,123.033,3
451.381,93.9438,4
380.869,153.834,3
321.351,527.045,2
445.254,469.832,1
210.248,307.342,0
510.8,148.215,4
347.656,96.3596,3
124.027,287.012,0
375.184,140.425,3
388.009,437.677,2
390.383,393.03,1
298.633,110.409,3
383.772,508.618,2
359.865,570.686,2
402.939,101.314,4
456.37,471.609,1
282.113,133.973,3
423.435,165.029,4
293.089,334.149,0
468.482,109.316,4
202.119,310.182,0
446.407,452.774,1
251.147,326.138,0
450.305,45.4441,4
200.791,334.308,0
409.91,153.167,4
438.724,129.332,4
456.697,472.92,1
479.948,524.742,1
141.103,368.09,0
385.858,159.721,4
471.451,126.491,4
469.774,128.414,4
397.24,110.451,3
399.189,417.462,1
366.972,180.123,3
462.696,52.5803,4
360.778,101.8,3
403.249,154.859,4
373.14,514.998,2
173.12,327.382,0
393.022,457.442,2
311.96,544.315,2
467.69,198.693,4
313.297,50.127,3
416.59,457.599,1
423.069,408.211,1
402.341,513.738,2
420.793,117.827,4
508.785,185.727,4
420.511,151.947,4
468.385,111.056,4
288.739,120.072,3
435.631,460.113,1
452.004,470.058,1
429.443,504.355,2
423.369,116.576,4
366.087,96.3848,3
436.248,216.069,4
374.23,48.2368,3
407.504,499.383,2
325.572,85.9398,3
218.897,309.345,0
387.603,495.196,2
337.419,47.4825,3
429.462,162.973,4
363.48,495.957,2
440.709,469.368,1
273.841,72.4232,3
403.759,58.9287,3
444.813,476.645,1
318.327,128.175,3
494.9,119.008,4
391.091,495.283,2
444.333,135.089,4
209.576,305.1,0
402.167,94.1426,3
424.464,511.266,2
506.856,524.943,1
396.212,477.295,2
410.268,494.858,2
454.046,144.112,4
391.857,76.2177,3
177.9,320.4,0
476.319,451.749,1
452.759,471.709,1
431.021,131.709,4
507.634,170.933,4
319.287,165.512,3
362.197,94.529,3
407.378,542.115,2
137.303,308.723,0
379.478,167.876,4
427.307,423.147,1
487.612,137.151,4
487.197,411.105,1
192.892,291.719,0
474.248,98.2768,4
490.849,458.292,1
333.165,169.583,3
379.319,489.376,2
452.653,559.958,2
401.131,508.147,2
219.755,285.127,0
396.842,501.422,2
441.695,123.931,4
453.037,221.059,4
446.894,462.954,1
448.222,451.521,1
421.962,552.401,2
438.302,143.375,4
307.732,73.0669,3
401.387,106.65,4
504.818,88.1984,4
133.653,343.851,0
444.13,102.794,4
461.601,209.501,4
473.126,144.138,4
528.706,525.654,1
394.408,536.207,2
335.389,100.164,3
409.103,424.042,1
395.996,503.078,2
382.643,141.39,3
360.951,500.298,2
461.036,468.085,1
369.31,416.06,2
433.315,456.231,1
433.598,156.609,4
194.366,283.822,0
477.292,524.547,1
445.63,458.223,1
206.917,224.803,0
294.913,315.182,0
366.587,150.849,3
440.198,134.359,4
227.375,286.936,0
377.32,113.385,3
445.537,140.36,4
303.939,163.49,3
375.279,123.099,3
324.109,53.6542,3
336.641,10.469,3
